ocid,source_month,n_releases_in_record,buyer_id,buyer_name,buyer_department_raw,tender_title,tender_description,procurement_method,procurement_method_details,main_category,tender_value_amount,tender_currency,tender_date_published,num_tenderers,is_single_bidder_award,num_awards,award_value_amount,award_currency,winning_suppliers,encoding_fixed,buyer_department,department_is_valid
ocds-dgv273-seacev3-1187412,2026-07,4,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",LIMA,CONV-PROC-16-2026-UE003-CI-LT6-1,"COORDINADOR DE SISTEMAS, EN EL MARCO DEL CONVENIO ENTRE ICL Y LA UE003 ¿ COFOPRI",open,Convenio,services,5600.0,PEN,2026-08-13T17:40:00-05:00,3,False,1,5600.0,PEN,VILLAFUERTE SOTELO JEAN CARLOS,False,LIMA,True
ocds-dgv273-seacev3-1200987,2026-08,7,PE-CONSUCODE-859,MUNICIPALIDAD DISTRITAL DE ACORIA,HUANCAVELICA,LP-ABR-1-2026-MDA/CS-1,EJECUCION DE LA OBRA:CREACIÓN DEL SERVICIO DE AGUA POTABLE RURAL Y CREACIÓN DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL SECTOR CHECCE DE LA COMUNIDAD CAMPESINA DE MACHOERA DEL CENTRO POBLADO DE UNION MANTARO DEL DISTRITO DE ACORIA DE LA PROVINCIA DE HUANC,,Licitación Pública Abreviada,works,603426.19,PEN,2026-08-13T19:58:00-05:00,3,,0,,,,False,HUANCAVELICA,True
ocds-dgv273-seacev3-1209408,2026-07,4,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,LIMA,SIE-SIE-11-2025-ESSALUD/CEABE-2,CONTRATACIÓN SUMINISTRO DE PRODUCTOS FARMACÉUTICOS PARA LOS ESTABLECIMIENTOS DE SALUD DE LAS REDES ASISTENCIALES DE ESSALUD ¿ AZTREONAM 1 G AM,open,Subasta Inversa Electrónica,goods,0.0,PEN,2026-07-01T23:13:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1210296,2026-08,13,PE-CONSUCODE-1045,MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO - CHINCHA,ICA,CP-ABR-6-2026-/CS-MDPN-1,"CONTRATACIÓN PARA LA SUPERVISIÓN DE OBRA DEL PROYECTO: ¿CREACIÓN DEL SERVICIO DE PRACTICAS DEPORTIVAS Y/O RECREATIVAS EN EL ESTADIO MUNICIPAL DEL DISTRITO DE PUEBLO NUEVO DE LA PROVINCIA DE CHINCHA DEL DEPARTAMENTO DE ICA¿, CON CUI N° 2707370.",,Concurso Público Abreviado,services,100000.0,PEN,2026-08-20T16:33:00-05:00,7,,0,,,,False,ICA,True
ocds-dgv273-seacev3-1212608,2026-07,19,PE-CONSUCODE-1309,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE,LIMA,LP-ABR-22-2025-MDA/C-2,"EJECUCION DE OBRA: REPARACION DE CALZADA O PISTA; EN EL(LA) AV. BENJAMIN FRANKLIN, TRAMO AV. MICHAEL FARADAY HASTA AV. ALEXANDER FLEMING, ZONA 01, SUB ZONA 02, DISTRITO DE ATE, PROVINCIA LIMA, DEPARTAMENTO LIMA, CON CUI 2708324",,Licitación Pública Abreviada,works,1152641.39,PEN,2026-07-06T16:07:00-05:00,17,False,1,1095009.33,PEN,SIADEC INGENIEROS S.A.C.,False,LIMA,True
ocds-dgv273-seacev3-1213423,2026-08,31,PE-CONSUCODE-21,MINISTERIO DE RELACIONES EXTERIORES,LIMA,CP CON-SM-1-2026-RE-1,"CONTRATACIÓN DEL SERVICIO DE CONSULTORIA PARA LA ELABORACIÓN DEL ESTUDIO DE PREINVERSIÓN A NIVEL PERFIL DENOMINADO ""MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE INFORMACIÓN DEL MINISTERIO DE RELACIONES EXTERIORES""",,Concurso Público para Consultoría,services,0.0,PEN,2026-08-12T18:49:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1215427,2026-08,4,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,LIMA,SIE-SIE-2-2025-ESSALUD/RALL-2,"CONTRATACION DE LA ADQUISICIÓN DE COMBUSTIBLE ANUAL DE DIÉSEL B5-S50 DE LAS UNIDADES VEHICULARES DE LA RED ASISTENCIAL LA LIBERTAD, CORRESPONDIENTE A LOS CENTROS ASISTENCIALES DEL GRUPO 2",open,Subasta Inversa Electrónica,goods,61400.0,PEN,2026-08-12T13:00:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1215455,2026-08,4,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,LIMA,SIE-SIE-1-2025-ESSALUD/RALL-2,"CONTRATACION DE LA ADQUISICIÓN DE COMBUSTIBLE ANUAL DE DIÉSEL B5-S50 DE LAS UNIDADES VEHICULARES DE LA RED ASISTENCIAL LA LIBERTAD, CORRESPONDIENTE A LOS CENTROS ASISTENCIALES DEL GRUPO 1",open,Subasta Inversa Electrónica,goods,151200.0,PEN,2026-08-12T12:21:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1216718,2026-07,16,PE-CONSUCODE-10375,GOBIERNO REGIONAL DE AMAZONAS - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES,AMAZONAS,SIE-SIE-2-2026-OF/C-SIE-1,ADQUISICIÓN DE ALIMENTOS PARA PROGRAMA DE COMPLEMENTO NUTRICIONAL PARA LOS SERVIDORES DE LA DIRECCIÓN REGIONAL DE TRANSPORTES Y COMUNICACIONES AMAZONAS,open,Subasta Inversa Electrónica,goods,144880.8,PEN,2026-07-06T21:21:00-05:00,12,False,1,144000.0,PEN,SOLUCIONES INTEGRALES MERELS S.A.C.S.,False,AMAZONAS,True
ocds-dgv273-seacev3-1217294,2026-07,14,PE-CONSUCODE-10214,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,CP SER-SM-1-2026-HNAL-1,CONTRATACIÓN DEL SERVICIO DE BRAQUITERAPIA DE ALTA TASA DE DOSIS PARA EL HOSPITAL NACIONAL ARZOBISPO LOAYZA,,Concurso Público de Servicios,services,0.0,PEN,2026-07-14T15:58:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1218245,2026-08,21,PE-CONSUCODE-10576,GOBIERNO REGIONAL DE PUNO-SALUD SAN ROMAN,PUNO,SIE-SIE-5-2026-GRP/RSSR/OC-1,"ADQUISICION DE MEDICAMENTO AMOXICILINA + ACIDO CLAVULANICO, 500 mg + 125 mg, TABLETA Y CARBONATO DE CALCIO, 500 mg, TABLETA PARA RED SALUD SAN ROMAN - HOSPITAL CARLOS MONGE MEDRANO JULIACA - SAN ROMAN - PUNO",open,Subasta Inversa Electrónica,goods,125000.0,PEN,2026-08-10T23:52:00-05:00,25,False,2,97165.0,PEN,FARMA MIAVIDA SOCIEDAD ANONIMA CERRADA; CL PHARMA E.I.R.L.,False,PUNO,True
ocds-dgv273-seacev3-1218740,2026-07,12,PE-CONSUCODE-200156,GOBIERNO REGIONAL DE LIMA - DIRECCIÓN REGIONAL DE AGRICULTURA DE LIMA PROVINCIAS,LIMA,COMPRE-COMPRE-2-2026-OC/DRA-1,"ADQUISICION DE GEOMEMBRANA HDPE DE 1.5 mm Y GEOTEXTIL DE 270 gr/m2 PARA EL PROGRAMA DE IMPLEMENTACION DE RESERVORIOS CON GEOMEMBRANA EN LA REGION LIMA, en el MARCO de la META - 077",open,Comparación de Precios,goods,86306.51,PEN,2026-07-24T11:35:00-05:00,4,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1218760,2026-08,5,PE-CONSUCODE-10247,EJERCITO PERUANO,LIMA,LP-ABR-1-2026-EP/UO 0840-1,"ADQUISICIÓN DE MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS MÉDICOS PARA LA ATENCIÓN E INTERVENCIONES QUIRÚRGICAS PARA EL HOSPITAL MILITAR DIVISIONARIO DE LA III DIVISIÓN DEL EJÉRCITO, AF-2026",,Licitación Pública Abreviada,goods,0.0,PEN,2026-08-18T04:15:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-1218899,2026-08,13,PE-CONSUCODE-189,MUNICIPALIDAD PROVINCIAL DE CARHUAZ,ANCASH,CP-ABR-3-2026-MPC/CS.-1,"SUPERVISIÓN DE OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE MOVILIDAD URBANA EN EL JIRON UNIÓN CUADRAS 1 - 3, 12 Y 13 DE CENTRO POBLADO CARHUAZ DISTRITO DE CARHUAZ DE LA PROVINCIA DE CARHUAZ DEL DEPARTAMENTO DE ANCASH",,Concurso Público Abreviado,services,344946.05,PEN,2026-08-19T09:30:00-05:00,14,,0,,,,False,ANCASH,True
ocds-dgv273-seacev3-1219831,2026-07,6,PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,CUSCO,DIRECTA-DIRECTA-4-2026-GR CUSCO-1,"CONTRATACION DE SERVICIO DE ALQUILER DE LOCAL PARA OFICINAS    PARA LA OBRA: MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD DE BELEMPAMPA - DISTRITO DE SANTIAGO - PROVINCIA DE CUSCO - REGION CUSCO, CUI 2361679",direct,Contratación Directa,services,116000.0,PEN,2026-07-14T11:00:00-05:00,1,True,1,116000.0,PEN,RAMIREZ HUAMANI INOCENCIA,False,CUSCO,True
ocds-dgv273-seacev3-1221384,2026-07,16,PE-CONSUCODE-10382,GOBIERNO REGIONAL DE ANCASH-AGRICULTURA,ANCASH,LP-SM-1-2026-DRAA/CS-1,CREACION DEL SERVICIO DE AGUA PARA RIEGO CON SISTEMA DE TRASVASE PARA LA FRONTERA AGRICOLA DE LA CORDILLERA NEGRA DE LOS 5 DISTRITOS DE LA PROVINCIA DE CARHUAZ - DEPARTAMENTO DE ANCASH,open,Licitación Pública,works,90531512.21,PEN,2026-07-01T20:51:00-05:00,20,,0,,,,False,ANCASH,True
ocds-dgv273-seacev3-1221414,2026-07,14,PE-CONSUCODE-841,MUNICIPALIDAD DISTRITAL DE CCARHUAYO,CUSCO,LP-ABR-1-2026-MDCC/Q-1,CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN EL SECTOR DE CHAHUAYPATA DE LA COMUNIDAD DE SUMANA DISTRITO DE CCARHUAYO DE LA PROVINCIA DE QUISPICANCHI  CUSCO,,Licitación Pública Abreviada,works,1510765.81,PEN,2026-07-06T16:29:00-05:00,7,False,1,1510765.81,PEN,CONSORCIO SUMANA,False,CUSCO,True
ocds-dgv273-seacev3-1221809,2026-07,12,PE-CONSUCODE-10561,GOBIERNO REGIONAL DE PIURA-SALUD MORROPON-CHULUCANAS,PIURA,CP-ABR-4-2026-GRP-DSRSMH-DEC-1,SERVICIO DE SEGURIDAD Y VIGILANCIA A LAS INSTALACIONES DEL E.S. I-4 SANTO DOMINGO.,,Concurso Público Abreviado,services,252408.0,PEN,2026-07-13T19:02:00-05:00,13,False,1,227043.8,PEN,SERVICIOS GENERALES ERLON S.A.C.,False,PIURA,True
ocds-dgv273-seacev3-1221824,2026-07,11,PE-CONSUCODE-1278,MUNICIPALIDAD DISTRITAL DE LAGUNAS - CHICLAYO,LAMBAYEQUE,LP-ABR-4-2026-MDL/CS-1,"EJECUCIÓN DE LA OBRA: CREACIÓN DE LOS SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN C.P. NUEVO MOCUPE, DISTRITO DE LAGUNAS, DE LA PROVINCIA DE CHICLAYO, DEL DEPARTAMENTO DE LAMBAYEQUE",,Licitación Pública Abreviada,works,399922.63,PEN,2026-07-13T20:30:00-05:00,5,,0,,,,False,LAMBAYEQUE,True
ocds-dgv273-seacev3-1221842,2026-07,9,PE-CONSUCODE-200268,GOBIERNO REGIONAL DE HUANCAVELICA - SUB REGION HUAYTARA,HUANCAVELICA,COMPRE-COMPRE-1-2026-GOB.REG.HVCA/OC-1,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LAS DIVERZAS AMBULACIAS DE L.OS CENTROS DE SALUD DE LA PROVINCIA DE HUAYTARA,open,Comparación de Precios,services,78500.0,PEN,2026-07-03T16:08:00-05:00,3,False,1,78450.0,PEN,H Y C INVERSIONES E.I.R.L.,False,HUANCAVELICA,True
ocds-dgv273-seacev3-1222418,2026-08,28,PE-CONSUCODE-2418,CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL S.A.- CORPAC,CALLAO,CP SER-SM-2-2026-CORPAC S.A.-1,CONTRATACIÓN DEL SERVICIO DE VIGILANCIA DE SEGURIDAD DE LA AVIACIÓN CIVIL (AVSEC) EN CORPAC S.A. A NIVEL NACIONAL.,,Concurso Público de Servicios,services,0.0,PEN,2026-08-04T10:51:00-05:00,0,,0,,,,False,CALLAO,True
ocds-dgv273-seacev3-1222473,2026-07,11,PE-CONSUCODE-2606,MUNICIPALIDAD DISTRITAL DE MAJES - VILLA EL PEDREGAL,AREQUIPA,COMPRE-COMPRE-2-2026-MDM.-2,"ADQUISICIÓN DE PALOS TRATADOS PARA LA EJECUCION DEL PLAN DE NEGOCIO DE LA AEO: ""MEJORAMIENTO DE LA PRODUCTIVIDAD EXPORTABLE DE UVA DE MESA THOMPSON SEEDLESS PARA LA ASOCIACIÓN PRODUCTORES DE MAJES DEL DISTRITO DE MAJES- CAYLLOMA- AREQUIPA"".",open,Comparación de Precios,goods,59709.0,PEN,2026-07-09T17:04:00-05:00,4,False,1,59709.0,PEN,MEDINA QUISPE DELBER RONAL,False,AREQUIPA,True
ocds-dgv273-seacev3-1222656,2026-07,31,PE-CONSUCODE-20001,GOBIERNO REGIONAL DE AMAZONAS - GERENCIA SUB REGIONAL CONDORCANQUI,AMAZONAS,CP-ABR-2-2026-GRA/GSRC/CS-1,"CONTRATACION DEL SERVICIO DE CONSULTORIA PARA LA ACTUALIZACIONY REFORMULACION DE LA FICHA TECNICA DEL PROYECTO: ""CREACION DEL SERVICIO DE AGUA POTABLE Y CREACIÓN DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN KAGKAS, DISTRITO DE RÍO SANTIAGO, PROVINCIA DE COND",,Concurso Público Abreviado,services,73503.79,PEN,2026-07-14T16:48:00-05:00,11,False,1,56062.22,PEN,CONSORCIO CASAN,False,AMAZONAS,True
ocds-dgv273-seacev3-1223127,2026-07,13,PE-CONSUCODE-1586,MUNICIPALIDAD DISTRITAL DE CATACAOS,PIURA,CP-ABR-3-2026-MDC-C-1,CONTRATACION DE LA CONSULTORIA DE SUPERVISION DE OBRA: MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA I.E. No 1328 DEL CENTRO POBLADO SAN JACINTO DEL DISTRITO DE CATACAOS PROVINCIA DE PIURA  DEPARTAMENTO DE PIURA CUI: 2497843,,Concurso Público Abreviado,services,79418.39,PEN,2026-07-01T19:00:00-05:00,21,False,1,71476.56,PEN,DAYES CONTRATISTAS PROYECTOS Y SERVICIOS E.I.R.L,False,PIURA,True
ocds-dgv273-seacev3-1223924,2026-07,13,PE-CONSUCODE-89,MUNICIPALIDAD DISTRITAL DE LA PECA,AMAZONAS,CP-ABR-2-2026-MDLP/CS-1,"SERVICIO DE CONSULTORIA DE OBRA PARA LA supervisión de la ejecución de la obra: ""RENOVACION DE PUENTE; EN EL (LA) CAMINO VECINAL AM-535 (PUENTE TRANQUILLA), TRAMO EMP. AM-534 ¿ LOCALIDAD LA TRANQUILLA ¿ PTE. FORTALEZA DISTRITO DE LA PECA, PROVINCIA DE BAGUA, DEPARTAMENTO DE AMAZONAS"", CON CUI Nº2665",,Concurso Público Abreviado,services,92609.01,PEN,2026-07-07T22:25:00-05:00,7,False,1,92609.01,PEN,CONSORCIO SUPERVISOR TRANQUILLA,False,AMAZONAS,True
ocds-dgv273-seacev3-1223926,2026-07,12,PE-CONSUCODE-89,MUNICIPALIDAD DISTRITAL DE LA PECA,AMAZONAS,CP-ABR-3-2026-MDLP/CS-1,"SERVICIO DE CONSULTORIA PARA LA supervisión de la ejecución de la obra: ""RENOVACION DE PUENTE; EN EL (LA) CAMINO VECINAL AM-532 (PUENTE LALA), TRAMO EMP. AM-532 ¿ LOCALIDAD DE LALA ¿ LOCALIDAD DE EL PARAISO EN EL CENTRO POBLADO LALA, DISTRITO DE LA PECA, PROVINCIA DE BAGUA, DEPARTAMENTO DE AMAZONAS""",,Concurso Público Abreviado,services,106880.99,PEN,2026-07-07T22:24:00-05:00,4,False,1,106880.99,PEN,RAFAEL INGENIERÍA Y CONSTRUCCION E.I.R.L.,False,AMAZONAS,True
ocds-dgv273-seacev3-1223961,2026-07,15,PE-CONSUCODE-89,MUNICIPALIDAD DISTRITAL DE LA PECA,AMAZONAS,LP-ABR-1-2026-MDLP/CS-1,"ejecución de la obra: ""RENOVACION DE PUENTE; EN EL (LA) CAMINO VECINAL AM-535 (PUENTE TRANQUILLA), TRAMO EMP. AM-534 ¿ LOCALIDAD LA TRANQUILLA ¿ PTE. FORTALEZA DISTRITO DE LA PECA, PROVINCIA DE BAGUA, DEPARTAMENTO DE AMAZONAS"", CON CUI Nº2665947",,Licitación Pública Abreviada,works,1852180.16,PEN,2026-07-06T22:39:00-05:00,5,False,1,1852180.16,PEN,CONSORCIO PUENTE TRANQUILLA,False,AMAZONAS,True
ocds-dgv273-seacev3-1223980,2026-09,7,PE-CONSUCODE-42,GOBIERNO REGIONAL DE LA LIBERTAD Sede Central,LA LIBERTAD,LP-SM-4-2026-GRLL-GRCO-1,"CONTRATACION DE LA EJECUCION DE OBRA: ""MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA Y SERVICIO DE EDUCACION SECUNDARIA EN I.E. N° 80148 CIRO ALEGRIA DISTRITO DE SARTIMBAMBA DE LA PROVINCIA DE SANCHEZ CARRION DEL DEPARTAMENTO DE LA LIBERTAD"" CUI 2612081",open,Licitación Pública,works,25026777.77,PEN,2026-09-14T17:45:00-05:00,0,,0,,,,False,LA LIBERTAD,True
ocds-dgv273-seacev3-1223988,2026-07,15,PE-CONSUCODE-1175,MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA,JUNIN,LP-ABR-4-2026-CS/MDM-1,"EJECUCIÓN DE OBRA DEL PROYECTO: ¿RENOVACION DE SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES; EN EL(LA) CENTRO POBLADO DE MARCAPOMACOCHA DISTRITO DE MARCAPOMACOCHA, PROVINCIA YAULI, DEPARTAMENTO JUNIN¿ CUI N° 2718055",,Licitación Pública Abreviada,works,350972.51,PEN,2026-07-08T16:38:00-05:00,4,False,1,350972.51,PEN,CONSORCIO CONSTRUCTORA RR&PP,False,JUNIN,True
ocds-dgv273-seacev3-1224279,2026-07,17,PE-CONSUCODE-10454,GOBIERNO REGIONAL DE HUANCAVELICA-TRANSPORTES,HUANCAVELICA,CP-ABR-9-2026-DRTC/C.-1,"CONTRATACION DEL SERVICIO DE MANTENIMIENTO RUTINARIO DE LA RED VIAL DEPARTAMENTAL PAVIMENTADA HV-102, EMP. PE-3SD (DV. JABONILLO) - JABONILLO - HUANCAYOJASA - COLCABAMBA - TOCAS - DV. CALLQUI - EMP. PE-3SD (MILPO), UBICADO EN LOS DISTRITOS: COLCABAMBA ¿ TOCAS, PROVINCIA DE TAYACAJA, REGION HUANCAVEL",,Concurso Público Abreviado,services,492620.0,PEN,2026-07-10T18:57:00-05:00,8,False,1,467989.0,PEN,CORPORACION MINERA & CONSTRUCTORA BELITO'S S.A.C.,False,HUANCAVELICA,True
ocds-dgv273-seacev3-1224460,2026-07,25,PE-CONSUCODE-1900,UNIVERSIDAD NACIONAL DEL SANTA,ANCASH,CP-ABR-1-2026-UNS-1,CONTRATACION DE SERVICIO DE ALIMENTACION PARA LOS ESTUDIANTES DEL COMEDOR UNIVERSITARIO DE LA UNIVERSIDAD NACIONAL DEL SANTA - SEMESTRE ACADEMICO 2026-II,,Concurso Público Abreviado,services,443232.0,PEN,2026-07-14T14:22:00-05:00,11,False,1,422560.0,PEN,VALDERRAMA SOTO ANA MARIA,False,ANCASH,True
ocds-dgv273-seacev3-1224725,2026-07,6,PE-CONSUCODE-200170,GOBIERNO REGIONAL DE JUNIN  - RED DE SALUD DEL VALLE DEL MANTARO,JUNIN,COMPRE-COMPRE-7-2026-RSVM/DEC-1,ADQUISICION DE  MATERIALES E INSUMOS DE LABORATORIO (MICROALBUMINURIA) PARA LA RED DE SALUD VALLE DEL MANTARO,open,Comparación de Precios,goods,63993.6,PEN,2026-07-09T17:51:00-05:00,4,,0,,,,False,JUNIN,True
ocds-dgv273-seacev3-1224773,2026-07,20,PE-CONSUCODE-10487,GOBIERNO REGIONAL DE JUNIN- SALUD AIS. UTES. JUNIN,JUNIN,CP-ABR-9-2026-UES/JUNIN-1,"SERVICIO DE MANTENIMIENTO PREVENTIVO Y/O CORRECTIVO INTEGRAL, REPARACIÓN Y PUESTA EN OPERATIVIDAD DE LA PLANTA GENERADORA DE OXÍGENO MEDICINAL (SISTEMA PSA) INSTALADA EN EL HOSPITAL DE APOYO JUNÍN - RED DE SALUD JUNÍN",,Concurso Público Abreviado,services,80500.0,PEN,2026-07-03T20:34:00-05:00,19,False,1,76990.0,PEN,GRUPO EDELEC MEDIC EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,False,JUNIN,True
ocds-dgv273-seacev3-1224985,2026-07,12,PE-CONSUCODE-48,GOBIERNO REGIONAL DE PIURA SEDE CENTRAL,PIURA,CP CON-SM-6-2026-GRP-GRI-C-CP-1,CONTRATACION DEL SERVICIO DE CONSULTORIA PARA LA FORMULACION DEL ESTUDIO DE PRE INVERSION Y ELABORACION DE EXPEDIENTE TECNICO DEL PROYECTO: ¿MEJORAMIENTO DEL SERVICIO DE INVESTIGACION CRIMINAL EN LA SEDE DE LA PRIMERA REGION POLICIAL DE PIURA EN EL DISTRITO DE PIURA DE LA PROVINCIA DE PIURA-DEPARTAM,,Concurso Público para Consultoría,services,1251744.0,PEN,2026-07-02T16:45:00-05:00,0,,0,,,,False,PIURA,True
ocds-dgv273-seacev3-1225215,2026-07,15,PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,JUNIN,LP-ABR-25-2026-GRJ-1,"ADQUISICIÓN DE PIEDRA CHANCADA DE ¼ IN, PARA LA OBRA: MEJORAMIENTO DEL SERVICIO DE LA CARRETERA VIA VECINAL JU 636, TRAMO: EMPALME 22B - UNATT HUANCUCRO, DISTRITO DE ACOBAMBA - PROVINCIA DE TARMA - DEPARTAMENTO DE JUNIN. CON CUI: 2484002.",,Licitación Pública Abreviada,goods,62500.0,PEN,2026-07-09T19:21:00-05:00,1,True,1,62400.0,PEN,CONDORI CONDORI NIEL ZOILO,False,JUNIN,True
ocds-dgv273-seacev3-1225259,2026-08,12,PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,JUNIN,CP-ABR-45-2026-GRJ-1,CONTRATACIÓN DEL SERVICIO DE ALQUILER DE MAQUINARIAS PARA TRASLADO DE ASFALTO Y MAQUINARIAS PARA ASFALTADO (A TODO COSTO).,,Concurso Público Abreviado,services,134200.0,PEN,2026-08-05T11:53:00-05:00,4,,0,,,,False,JUNIN,True
ocds-dgv273-seacev3-1225270,2026-07,15,PE-CONSUCODE-990,MUNICIPALIDAD DISTRITAL DE HERMILIO VALDIZAN,HUANUCO,LP-ABR-2-2026-MDHV/C-1,"CONTRATACIÓN DE LA EJECUCIÓN DE LA IOARR: ""RENOVACIÓN DE PUENTE EN LA QUEBRADA ORONETA, EN LA VÍA VECINAL EMP. HU - 606 TRAMO SAN AGUSTÍN - PUERTO ALLEGRE, DISTRITO DE HERMILIO VALDIZÁN, PROVINCIA DE LEONCIO PRADO, DEPARTAMENTO DE HUÁNUCO"", CON CUI N.° 2676500",,Licitación Pública Abreviada,works,2092899.16,PEN,2026-07-03T23:27:00-05:00,16,False,1,2092899.16,PEN,CONSORCIO EJECUTOR CABO VERDE,False,HUANUCO,True
ocds-dgv273-seacev3-1225292,2026-07,17,PE-CONSUCODE-990,MUNICIPALIDAD DISTRITAL DE HERMILIO VALDIZAN,HUANUCO,LP-ABR-3-2026-MDHV/C-1,"CONTRATACIÓN DE LA EJECUCIÓN DE LA IOARR: ""RENOVACION DE PUENTE; EN EL(LA) QUEBBRADDA LA MISTERIOSA, EN EL CAMINO VECINAL EMP. HU - 608 TRAMO; VISTA ALEGRE - RICARDO HERRERA DISTRITO DE HERMILIO VALDIZAN, PROVINCIA LEONCIO PRADO, DEPARTAMENTO HUANUCO"", CON CUI N° 2676980",,Licitación Pública Abreviada,works,867777.57,PEN,2026-07-03T23:56:00-05:00,8,False,1,867777.57,PEN,CONSORCIO EJECUTOR LA MISTERIOSA,False,HUANUCO,True
ocds-dgv273-seacev3-1225344,2026-07,18,PE-CONSUCODE-990,MUNICIPALIDAD DISTRITAL DE HERMILIO VALDIZAN,HUANUCO,CP-ABR-1-2026-MDHV/C-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DEL IOARR: ""RENOVACIÓN DE PUENTE EN LA QUEBRADA ORONETA, EN LA VÍA VECINAL EMP. HU - 606 TRAMO SAN AGUSTÍN - PUERTO ALLEGRE, DISTRITO DE HERMILIO VALDIZÁN, PROVINCIA DE LEONCIO PRADO, DEPARTAMENTO DE HUÁNUCO"", CON CUI N.° 2676500",,Concurso Público Abreviado,services,58152.24,PEN,2026-07-10T21:35:00-05:00,8,False,1,58149.0,PEN,CONSORCIO SUPERVISOR ORNETA,False,HUANUCO,True
ocds-dgv273-seacev3-1225419,2026-07,6,PE-CONSUCODE-286,MUNICIPALIDAD DISTRITAL DE RAGASH,ANCASH,COMPRE-COMPRE-1-2026-MDR-DEC-1,"SERVICIO DE SUMINISTRO E INSTALACION DE ESTRUCTURA METALICA CON COBERTURA DE ALUZINC Y SISTEMA DE EVACUACION DE PLUVIALES, PARA EL PROYECTO: RENOVACION DE CENTRO CULTURAL; EN EL (LA) CENTRO CULTURAL MULTIUSOS EN LA LOCALIDAD DE COLLOTA, DISTRITO DE RAGASH, PROVINCIA DE SIHUAS, DEPARTAMENTO DE ANCASH",open,Comparación de Precios,services,76537.0,PEN,2026-07-21T16:16:00-05:00,3,,0,,,,False,ANCASH,True
ocds-dgv273-seacev3-1225447,2026-09,10,PE-CONSUCODE-1986,PATRONATO DEL PARQUE DE LAS LEYENDAS - FELIPE BENAVIDES BARREDA,LIMA,LP-SM-6-2026-PATPAL-FBB/MML-1,"CONTRATACION DE LA EJECUCION DE LA  OBRA, BAJO EL SISTEMA DE ENTREGA DE DISEÑO Y CONSTRUCCION DEL PROYECTODE ""MEJORAMIENTO DE LOS SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN EL RECINTO DE ELEFANTES DEL PARQUE DE LAS LEYENDAS FELIPE BENAVIDES BARREDA DEL DISTRITO DE SAN MIGUEL-LIMA, CUI 2731418",open,Licitación Pública,works,7080582.0,PEN,2026-09-10T19:41:00-05:00,0,,0,,,,False,LIMA,True
