ocid,source_month,n_releases_in_record,buyer_id,buyer_name,buyer_department_raw,tender_title,tender_description,procurement_method,procurement_method_details,main_category,tender_value_amount,tender_currency,tender_date_published,num_tenderers,is_single_bidder_award,num_awards,award_value_amount,award_currency,winning_suppliers,encoding_fixed,buyer_department,department_is_valid
ocds-dgv273-seacev3-2026-2383-109,2026-09,17,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,CP-ABR-33-2026-SEDAPAL-1,SERVICIO MANTENIMIENTO DE ÁREAS VERDES EN EL ÁMBITO DE LA GERENCIA DE SERVICIOS SUR,,Concurso Público Abreviado,services,0.0,PEN,2026-09-03T16:27:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-129,2026-07,71,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,CP-ABR-19-2026-SEDAPAL-1,SERVICIO DE LIMPIEZA Y FUMIGACIÓN DE LOCALES DE SEDAPAL - ITEM 04,,Concurso Público Abreviado,services,16281426.0,PEN,2026-07-03T16:58:00-05:00,62,False,1,15629508.0,PEN,CONSORCIO INNOVA,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-155,2026-07,28,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,LP-SM-12-2026-SEDAPAL-1,ADQUISICIÓN DE ARRANCADORES DE ESTADO SÓLIDO Y VARIADORES,open,Licitación Pública,goods,0.0,PEN,2026-07-31T17:30:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-158,2026-08,19,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,LP-ABR-10-2026-SEDAPAL-1,"ADQUISICIÓN DE CONDENSADORES, INTERRUPTORES y CONTACTORES",,Licitación Pública Abreviada,goods,0.0,PEN,2026-08-31T11:42:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-177,2026-09,5,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,LP-SM-17-2026-SEDAPAL-1,ADQUISICION DE DESINCRUSTANTE BIODEGRADABLE,open,Licitación Pública,goods,0.0,PEN,2026-09-11T15:51:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-178,2026-07,18,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,LP-SM-11-2026-SEDAPAL-1,ADQUISICION DE ACTUADORES PARA REDES,open,Licitación Pública,goods,2120955.6,PEN,2026-07-31T12:30:00-05:00,7,False,1,997211.51,PEN,CORSUSA INTERNATIONAL S.A.C.,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-181,2026-08,17,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,LP-SM-14-2026-SEDAPAL-1,SUMINISTRO DE LECHE PARCIALMENTE CONCENTRADA Y DESCREMADA,open,Licitación Pública,goods,0.0,PEN,2026-08-24T10:25:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-183,2026-08,48,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,LP-ABR-4-2026-SEDAPAL-2,ADQUISICIÓN DE GUANTES OPERATIVOS,,Licitación Pública Abreviada,goods,0.0,PEN,2026-08-20T14:45:00-05:00,20,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-187,2026-08,74,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,AS-SM-1-2026-SEDAPAL-2,ADQUISICION DE EQUIPO DE PROTECCION PERSONAL,open,Adjudicación Simplificada,goods,63264.48,PEN,2026-08-04T09:49:00-05:00,54,False,4,618632.35,PEN,RG SOLUCIONES TECNOLOGICAS INDUSTRIALES S.A.C.; INDUSTRIA TEXTIL SANTA ANA E.I.R.L.; MASILJO PERU SOCIEDAD ANONIMA CERRADA; QUALITY & SAFETY ENGINEERING SOCIEDAD ANONIMA CERRADA - Q & S ENGINEERING S.A.C.,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-188,2026-07,17,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,AS-SM-79-2022-SEDAPAL-3,ADQUISICION DE DECANTADORES CENTRIFUGOS PARA LAS PTAR,open,Adjudicación Simplificada,goods,0.0,PEN,2026-07-03T15:28:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-28,2026-09,9,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,CP-ABR-35-2026-SEDAPAL-1,SERVICIO DE AUTOMATIZACION DEL BANCO DE PRUEBAS DE MACROMEDIDORES,,Concurso Público Abreviado,services,0.0,PEN,2026-09-10T16:39:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-41,2026-07,20,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,CP-ABR-28-2026-SEDAPAL-1,SERVICIO DE TELEFONÍA  SATELITAL PARA MARCAPOMACOCHA Y HUASCACOCHA,,Concurso Público Abreviado,services,141879.64,PEN,2026-07-24T20:23:00-05:00,8,False,1,118300.0,PEN,COMPAÑIA DE TELECOMUNICACIONES TELREDSAT SOCIEDAD ANONIMA CERRADA - TELREDSAT S.A.C.,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-50,2026-07,69,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,CP SER-SM-8-2026-SEDAPAL-1,"SERVICIO DE RECARGA, MANTENIMIENTO, PRUEBA HIDROSTATICA E INSPECCION DE EXTINTORES",,Concurso Público de Servicios,services,0.0,PEN,2026-07-24T19:32:00-05:00,23,False,1,497220.58,PEN,REAL EQUIPOS S R L.,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-70,2026-07,23,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,CP-ABR-26-2026-SEDAPAL-1,SERVICIO DE FUMIGACIÓN Y DESRATIZACIÓN DE CASETAS DE POZOS PIEZOMETRICOS,,Concurso Público Abreviado,services,49118.75,PEN,2026-07-15T15:33:00-05:00,19,False,1,31500.0,PEN,J & M CORPORACION INTEGRAL LOGISTICA S.A.C.,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-71,2026-08,15,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,CP-ABR-32-2026-SEDAPAL-1,SERVICIO DE MANTENIMIENTO DE LIMNÍGRAFOS,,Concurso Público Abreviado,services,0.0,PEN,2026-08-31T15:51:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-85,2026-09,3,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,CP SER-SM-43-2026-SEDAPAL/-1,SERVICIO DE MANTENIMIENTO Y REHABILITACION EN RESERVORIOS Y ESTACIONES REMOTAS 2026,,Concurso Público de Servicios,services,0.0,PEN,2026-09-18T17:38:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-87,2026-09,8,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,CP SER-SM-40-2026-SEDAPAL-1,SERVICIO DE CONTROLADORES DE ESTACIONES 2027 - 2029.,,Concurso Público de Servicios,services,0.0,PEN,2026-09-09T12:21:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2383-92,2026-08,24,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,LIMA,CP SER-SM-35-2026-SEDAPAL-1,SERVICIO DE MANTENIMIENTO PREVENTIVO AL CENTRO DE CONTROL DE MOTORES DE LAS BOMBAS DE LA ESTACION DE BOMBEO DEL SISTEMA HUASCACOCHA,,Concurso Público de Servicios,services,0.0,PEN,2026-08-05T12:59:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2384-10,2026-09,2,PE-CONSUCODE-2384,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA,AREQUIPA,LP-ABR-29-2026-SEDAPAR-1,REACTIVO DPD P/CLORO LIBRE Y TOTAL,,Licitación Pública Abreviada,goods,0.0,PEN,2026-09-21T11:26:00-05:00,0,,0,,,,False,AREQUIPA,True
ocds-dgv273-seacev3-2026-2384-17,2026-07,17,PE-CONSUCODE-2384,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA,AREQUIPA,LP-ABR-20-2026-SEDAPAR-1,"CONTRATACIÓN DE BIENES ADQUISICIÓN DE ELECTROBOMBAS PARA LAS ESTACIONES DE BOMBEO HUAMACHUCO Y ALTO LA PUNTA EN LA ZONA SUR DE SEDAPAR S.A. (INCLUYE ENTREGA, INSTALACIÓN Y PUESTA EN MARCHA)",,Licitación Pública Abreviada,goods,120414.99,PEN,2026-07-14T07:44:00-05:00,11,False,1,114990.0,PEN,DISTRIBUCION MINERO INDUSTRIAL SRL.,False,AREQUIPA,True
ocds-dgv273-seacev3-2026-2384-2,2026-08,16,PE-CONSUCODE-2384,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA,AREQUIPA,LP-ABR-19-2026-SEDAPAR-1,ADQUISICIÓN DE HIDRANTES TIPO POSTE PARA EL ÁMBITO DE AREQUIPA,,Licitación Pública Abreviada,goods,126516.0,PEN,2026-08-12T16:59:00-05:00,9,False,1,77742.0,PEN,SANCHEZ NUÑEZ MARIA FERNANDA,False,AREQUIPA,True
ocds-dgv273-seacev3-2026-2384-25,2026-07,40,PE-CONSUCODE-2384,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA,AREQUIPA,CP SER-SM-9-2026-SEDAPAR-1,CONTRATACION DEL SERVICIO DE INTERNET,,Concurso Público de Servicios,services,0.0,PEN,2026-07-30T12:04:00-05:00,6,False,1,309679.2,PEN,NEXTNET S.A.C.,False,AREQUIPA,True
ocds-dgv273-seacev3-2026-2384-45,2026-07,30,PE-CONSUCODE-2384,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA,AREQUIPA,LP-ABR-17-2026-SEDAPAR-1,"EJECUCIÓN DE OBRA PARA EL PROYECTO CONSTRUCCIÓN DE RESERVORIO EN EL(LA) PLANTA DE TRATAMIENTO DE AGUA POTABLE COCACHACRA (R-01), DISTRITO DE COCACHACRA, PROVINCIA ISLAY, DEPARTAMENTO AREQUIPA",,Licitación Pública Abreviada,works,2245716.27,PEN,2026-07-02T07:21:00-05:00,43,,0,,,,False,AREQUIPA,True
ocds-dgv273-seacev3-2026-2384-46,2026-07,34,PE-CONSUCODE-2384,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA,AREQUIPA,LP-ABR-15-2026-SEDAPAR-1,"EJECUCIÓN DE OBRA PARA EL PROYECTO INSTALACION DE LOS SERVICIOS DE ALCANTARILLADO EN LA CALLE PRIMAVERA Y AVENIDA CARACAS, DISTRITO DE JOSE LUIS BUSTAMANTE Y RIVERO - AREQUIPA - AREQUIPA",,Licitación Pública Abreviada,works,899117.38,PEN,2026-07-06T14:32:00-05:00,24,,0,,,,False,AREQUIPA,True
ocds-dgv273-seacev3-2026-2384-47,2026-08,26,PE-CONSUCODE-2384,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA,AREQUIPA,CP-ABR-16-2026-SEDAPAR-1,"CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE LA EJECUCIÓN DE OBRA PARA EL PROYECTO INSTALACION DE LOS SERVICIOS DE ALCANTARILLADO EN LA CALLE PRIMAVERA Y AVENIDA CARACAS, DISTRITO DE JOSE LUIS BUSTAMANTE Y RIVERO - AREQUIPA - AREQUIPA",,Concurso Público Abreviado,services,187827.85,PEN,2026-08-19T13:52:00-05:00,0,,0,,,,False,AREQUIPA,True
ocds-dgv273-seacev3-2026-2384-7,2026-08,21,PE-CONSUCODE-2384,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA,AREQUIPA,LP-SM-6-2026-SEDAPAR-1,UNIFORMES 2026 PARA PERSONAL DE SEDAPAR S.A.,open,Licitación Pública,goods,0.0,PEN,2026-08-26T18:44:00-05:00,0,,0,,,,False,AREQUIPA,True
ocds-dgv273-seacev3-2026-2385-3,2026-07,16,PE-CONSUCODE-2385,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE CAJAMARCA S.A.,CAJAMARCA,LP-ABR-3-2026-EPS SEDACAJ S.A.-1,ADQUISICIÓN DE UNA CAMIONETA PARA EL MEJORAMIENTO OPERATIVO DEL ÁREA DE CONTROL DE CALIDAD ¿ VALORES MÁXIMOS PERMISIBLES (VMA) DE LA EPS SEDACAJ SA,,Licitación Pública Abreviada,goods,188500.0,PEN,2026-07-15T11:40:00-05:00,8,False,1,187000.0,PEN,CHALSA CORPORATION S.A.C.,False,CAJAMARCA,True
ocds-dgv273-seacev3-2026-2385-9,2026-07,11,PE-CONSUCODE-2385,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE CAJAMARCA S.A.,CAJAMARCA,SIE-SIE-1-2026-EPS SEDACAJ S.A.-1,ADQUISICION DE CEMENTO PORTLAND TIPO I 42.5KG PARA EL MANTENIMIENTO DE REDES Y EJECUCIÓN DE CONEXIONES DE AGUA POTABLE Y ALCANTARILLADO DE LA EPS SEDACAJ SA,open,Subasta Inversa Electrónica,goods,135086.33,PEN,2026-07-01T17:44:00-05:00,4,False,1,122356.0,PEN,FORZAMAT S.A.C.,False,CAJAMARCA,True
ocds-dgv273-seacev3-2026-2386-11,2026-08,9,PE-CONSUCODE-2386,"SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE CHIMBOTE, CASMA Y HUARMEY",ANCASH,CP SER-SM-4-2026-SEDACHIMBOTE S.A.-1,SERVICIO DE POLIZAS DE SEGUROS PATRIMONIALES PARA LA EPS SEDACHIMBOTE S.A. POR EL PERIODO 2026 - 2027,,Concurso Público de Servicios,services,0.0,PEN,2026-08-31T20:29:00-05:00,0,,0,,,,False,ANCASH,True
ocds-dgv273-seacev3-2026-2386-12,2026-08,5,PE-CONSUCODE-2386,"SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE CHIMBOTE, CASMA Y HUARMEY",ANCASH,SIE-SIE-2-2026-SEDACHIMBOTE S.A.-1,"ADQUISICION DE COMBUSTIBLE (DIESEL B5-S50) PARA LAS UNIDADES VEHICULARES, MAQUINARIAS Y EQUIPOS DE LA EPS SEDACHIMBOTE S.A.",open,Subasta Inversa Electrónica,goods,1079303.23,PEN,2026-08-13T15:01:00-05:00,1,,0,,,,False,ANCASH,True
ocds-dgv273-seacev3-2026-2387-3,2026-09,3,PE-CONSUCODE-2387,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE JULIACA,PUNO,LP-SM-2-2026-EPS SEDAJULIACA S.A.-1,ADQUISICION DE SUMINISTRO DE INSUMO QUIMICO  CLORO GAS LICUADO PARA LA EPS SEDAJULIACA S.A. SEGUN ESPECIFICACIONES TECNICAS,open,Licitación Pública,goods,0.0,PEN,2026-09-15T23:08:00-05:00,0,,0,,,,False,PUNO,True
ocds-dgv273-seacev3-2026-2387-4,2026-08,15,PE-CONSUCODE-2387,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE JULIACA,PUNO,LP-ABR-1-2026-EPS SEDAJULIACA S.A.-1,ADQUISICION DE INDUMENTARIA Y EQUIPOS DE PROTECCION PERSONAL PARA TRABAJADORES DE LA EPS SEDAJULIACA S.A. SEGUN ESPECIFICACIONES TECNICAS,,Licitación Pública Abreviada,goods,270781.67,PEN,2026-08-24T20:47:00-05:00,20,,0,,,,False,PUNO,True
ocds-dgv273-seacev3-2026-2387-5,2026-08,17,PE-CONSUCODE-2387,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE JULIACA,PUNO,CP-ABR-2-2026-EPS SEDAJULIACA S.A.-1,"CONTRATACIÓN DE SERVICIO DE LABORATORIO PARA MUESTREO Y ANALISIS DE LOS EFLUENTES DE LAS AGUAS RESIDUALES DE LOS USUARIOS NO DOMESTICOS PARA EL CONTROL DE LOS VALORES MAXIMOS ADMISIBLES (VMA) DE LA EPS SEDAJULIACA S.A. POR EL PERIODO DE 12 MESES, SEGUN TERMINOS DE REFERENCIA.",,Concurso Público Abreviado,services,154216.01,PEN,2026-08-24T22:57:00-05:00,12,False,1,90050.0,PEN,CERTIFICACIONES DEL PERU S A CERPER,False,PUNO,True
ocds-dgv273-seacev3-2026-2388-1,2026-07,11,PE-CONSUCODE-2388,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO MUNICIPAL DE HUANCAYO,JUNIN,CP-ABR-18-2026-EPS SEDAM HYO S.A.-1,"CONTRATACION DE UNA EMPRESA ESPECIALIZADA PARA SERVICIO DE TRASLADO DE VALORES DE LA EPS SEDAM HUANCAYO S.A., CORRESPONDIENTE AL AÑO 2026.",,Concurso Público Abreviado,services,0.0,PEN,2026-07-15T17:47:00-05:00,0,,0,,,,False,JUNIN,True
ocds-dgv273-seacev3-2026-2391-108,2026-09,4,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,SIE-SIE-1-2026-ELECTROPERU-1,ADQUISICION DE SEMILLAS DACTYLIS CULTIVAR POTOMAC EN EL MARCO DE SUBPROGRAMA GANADERO - IGAC CHINCHAYCOCHA,open,Subasta Inversa Electrónica,goods,0.0,PEN,2026-09-16T17:02:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-16,2026-09,13,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,CP-ABR-12-2026-ELECTROPERU-1,CONTRATACIÓN DEL SERVICIO DE REPARACION INTEGRAL DE 08 TOBERAS DE INYECTORES DE LA CENTRAL HIDROELECTRICA SANTIAGO ANTUNEZ DE MAYOLO,,Concurso Público Abreviado,services,0.0,PEN,2026-09-04T18:05:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-18,2026-07,30,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,CP-ABR-9-2026-ELECTROPERU-1,"SERVICIO DE MEDICION POR ULTRASONIDO (UT) DE ESPESORES DE TUBERIAS DE PRESION, DISTRIBUCION Y ESPIRAL DE GRUPOS DE LA CENTRAL HIDROELÉCTRICA SANTIAGO ANTUNEZ DE MAYOLO",,Concurso Público Abreviado,services,92343.28,PEN,2026-07-01T15:40:00-05:00,10,False,1,92015.46,PEN,CONSULTORIA ENERGETICA & AMBIENTAL S.A.C,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-33,2026-07,23,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,CP-ABR-10-2026-ELECTROPERU-1,SERVICIO DE LIMPIEZA DE POZAS Y RESERVORIOS DEL SISTEMA DE REFRIGERACION DE LAS CENTRALES HIDROELECTRICAS SANTIAGO ANTUNEZ DE MAYOLO Y RESTITUCION,,Concurso Público Abreviado,services,0.0,PEN,2026-07-31T22:24:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-47,2026-07,35,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,CP SER-SM-5-2026-ELECTROPERU-1,SERVICIO DE SEGURIDAD Y VIGILANCIA DE LA SEDE LIMA DE ELECTROPERU S.A.,,Concurso Público de Servicios,services,0.0,PEN,2026-07-31T23:03:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-48,2026-09,8,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,CP SER-SM-9-2026-ELECTROPERU-1,CONTRATACIÓN DEL SERVICIO DE TRANSPORTE DE PERSONAL DEL CENTRO DE PRODUCCIÓN MANTARO EN LA RUTA JAUJA-HUANCAYO-CAMPO ARMIÑO Y QUICHUAS 2026-2028,,Concurso Público de Servicios,services,0.0,PEN,2026-09-11T15:25:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-49,2026-09,5,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,CP SER-SM-10-2026-ELECTROPERU-1,CONTRATACIÓN DE SERVICIO DE ATENCION MÉDICA EN LOS CAMPAMENTOS DE CAMPO ARMIÑO Y QUICHUAS DEL CENTRO DE PRODUCCIÓN MANTARO ¿ 3 AÑOS,,Concurso Público de Servicios,services,0.0,PEN,2026-09-03T21:18:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-6,2026-08,14,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,CP-ABR-15-2026-ELECTROPERU-1,CONTRATACIÓN DEL SERVICIO DE TELEFONÍA MOVÍL PARA ELECTROPERU,,Concurso Público Abreviado,services,0.0,PEN,2026-08-31T18:09:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-60,2026-08,12,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,CP SER-SM-8-2026-ELECTROPERU-1,ELABORACIÓN DE LOS INFORMES TÉCNICOS SUSTENTATORIOS (ITS) Y MODIFICACIÓN DEL PROGRAMA DE ADECUACIÓN Y MANEJO AMBIENTAL (MPAMA) PARA EL PROYECTO DE MEJORA DE LA INSTRUMENTACIÓN DE LAS PRESAS DEL SISTEMA REGULADO DE LAGUNAS,,Concurso Público de Servicios,services,0.0,PEN,2026-08-28T16:55:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-61,2026-08,19,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,CP CON-SM-1-2026-ELECTROPERU-1,"SERVICIO DE CONSULTORÍA DE OBRA PARA LA ELABORACIÓN DEL ESTUDIO DE PREINVERSIÓN A NIVEL DE FICHA TÉCNICA DEL PROYECTO DE INVERSIÓN ¿CREACIÓN DEL SERVICIO DE GENERACIÓN ELÉCTRICA EN AFIANZAMIENTO HÍDRICO DE LA SUBCUENCA RIO VILCA - PRESA TIPICOCHA, DIST_NUEVO OCCORO, PROV_HUANCAVELICA, DPTO_HUANCAVEL",,Concurso Público para Consultoría,services,1868779.59,PEN,2026-08-31T19:58:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-62,2026-07,28,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,CP SER-SM-6-2026-ELECTROPERU-1,SERVICIO ESPECIALIZADO DE COORDINACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO (SST) PARA EL MONTAJE Y PRUEBAS DEL PROYECTO ¿INTERVENCIONES PRIORITARIAS EN LAS CENTRALES HIDROELÉCTRICAS SANTIAGO ANTÚNEZ DE MAYOLO Y RESTITUCIÓN¿,,Concurso Público de Servicios,services,0.0,PEN,2026-07-31T20:37:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-63,2026-08,13,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,CP SER-SM-7-2026-ELECTROPERU-1,"SERVICIO DE ELABORACIÓN DE LA ""MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DE LAS OBRAS DE REGULACIÓN CUENCA MEDIA RÍO PACHACAYO - CUENCA DEL\nMANTARO PARA EL PROYECTO DE AFIANZAMIENTO HÍDRICO EN LAS PRESAS PAUCARÁ Y LLACSA¿",,Concurso Público de Servicios,services,0.0,PEN,2026-08-27T14:57:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-78,2026-09,9,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,LP-SM-3-2026-ELECTROPERU-1,ADQUISICION DE ROPA DE TRABAJO PARA EL PERSONAL DEL CENTRO DE PRODUCCION MANTARO y SEDE LIMA,open,Licitación Pública,goods,0.0,PEN,2026-09-09T20:49:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-79,2026-09,13,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,LP-SM-2-2026-ELECTROPERU-1,ADQUISICION DE ZAPATOS Y BOTINES DE SEGURIDAD PARA EL PERSONAL DEL CENTRO DE PRODUCCION MANTARO Y DE LA SEDE LIMA,open,Licitación Pública,goods,0.0,PEN,2026-09-02T17:00:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-82,2026-08,26,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,LP-ABR-6-2026-ELECTROPERU-1,ADQUISICION DE UN SISTEMA DE AIRE ACONDICIONADO PARA LA SALA DE COMPUTO DE ELECTROPERU S.A.,,Licitación Pública Abreviada,goods,0.0,PEN,2026-08-18T15:08:00-05:00,0,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-9,2026-07,22,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,CP-ABR-11-2026-ELECTROPERU-1,SERVICIO DE DESARROLLO DEL PORTAL DE ENTREGAS A RENDIR FULL WEB,,Concurso Público Abreviado,services,32616.0,USD,2026-07-24T21:16:00-05:00,17,,0,,,,False,LIMA,True
ocds-dgv273-seacev3-2026-2391-96,2026-08,12,PE-CONSUCODE-2391,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,LIMA,LP-ABR-5-2026-ELECTROPERU-1,ADQUISICIÓN DE ACEITE HIDRÁULICO MINERAL SAE DTE HEAVY MEDIUM AÑOS 2026-2027,,Licitación Pública Abreviada,goods,0.0,USD,2026-08-03T17:01:00-05:00,0,,0,,,,False,LIMA,True
